year_and_fraction,GMSL_cm,GMSL_60smooth
2009.742466,5.259594,5.20825
2009.761644,5.380366,5.280514
2009.780822,5.339355,5.33118
2009.8,5.396159,5.355907
2009.819178,5.44247,5.360674
2009.838356,5.432481,5.364417
2009.857534,5.393901,5.340109
2009.876712,5.321835,5.292423
2009.89589,5.279908,5.251897
2009.915069,5.293275,5.203031
2009.934247,5.161592,5.139061
2009.953425,4.910187,5.061347
2009.972603,5.031424,4.981778
2009.991781,5.002674,4.874799
2010.010959,4.856753,4.752727
2010.030137,4.69447,4.64503
2010.049315,4.605718,4.590268
2010.068493,4.317097,4.544274
2010.087671,4.194628,4.497268
2010.106849,4.192316,4.448373
2010.126027,4.417336,4.402124
2010.145206,4.61747,4.354847
2010.164384,4.579624,4.327796
2010.183562,4.416696,4.318435
2010.20274,4.278229,4.301014
2010.221918,4.180226,4.263607
2010.241096,4.07364,4.200723
2010.260274,4.110381,4.135002
2010.279452,4.035526,4.097549
2010.29863,4.080673,4.094205
2010.317808,4.051509,4.101511
2010.336986,3.988134,4.132988
2010.356164,4.079621,4.160229
2010.375343,4.248135,4.195626
2010.394521,4.245985,4.233549
2010.413699,4.356929,4.277594
2010.432877,4.355546,4.332069
2010.452055,4.354106,4.382093
2010.471233,4.421978,4.411304
2010.490411,4.44791,4.436678
2010.509589,4.478411,4.441754
2010.528767,4.529837,4.468991
2010.547945,4.511031,4.504325
2010.567123,4.474356,4.538268
2010.586301,4.402609,4.567194
2010.60548,4.600677,4.602902
2010.624658,4.67212,4.638663
2010.643836,4.727465,4.681883
2010.663014,4.708237,4.734444
2010.682192,4.799788,4.802387
2010.70137,4.851688,4.864725
2010.720548,4.900004,4.932978
2010.739726,4.947412,5.014007
2010.758904,5.014091,5.086534
2010.778082,5.161722,5.141947
2010.79726,5.286395,5.178329
2010.816438,5.456723,5.198062
2010.835616,5.360982,5.187189
2010.854795,5.298501,5.168388
2010.873973,5.179134,5.12879
2010.893151,5.077597,5.076825
2010.912329,4.849555,5.008724
2010.931507,4.844883,4.939259
2010.950685,4.805343,4.857893
2010.969863,4.818706,4.787505
2010.989041,4.843818,4.723582
2011.008219,4.735795,4.663641
2011.027397,4.566208,4.588877
2011.046575,4.545642,4.513025
2011.065753,4.50229,4.428543
2011.084932,4.310087,4.339285
2011.10411,4.172004,4.262657
2011.123288,4.122674,4.195749
2011.142466,4.058371,4.1075
2011.161644,4.040493,4.015817
2011.180822,4.046146,3.950234
2011.2,3.964035,3.911812
2011.219178,3.751397,3.870673
2011.238356,3.677149,3.830494
2011.257534,3.719835,3.775751
2011.276712,3.826206,3.72529
2011.29589,3.752426,3.692155
2011.315069,3.696758,3.697841
2011.334247,3.547804,3.708442
2011.353425,3.592,3.724107
2011.372603,3.665817,3.740331
2011.391781,3.802576,3.775552
2011.410959,3.772555,3.828087
2011.430137,3.860823,3.892571
2011.449315,3.972225,3.942032
2011.468493,4.069414,3.986043
2011.487671,4.169566,4.03184
2011.506849,4.128162,4.10196
2011.526027,4.037154,4.181417
2011.545206,4.061909,4.268544
2011.564384,4.214747,4.360157
2011.583562,4.403642,4.453438
2011.60274,4.575929,4.555051
2011.621918,4.75637,4.663094
2011.641096,4.893928,4.777252
2011.660274,5.009097,4.891788
2011.679452,5.04268,5.006045
2011.69863,5.009538,5.117149
2011.717808,5.089333,5.213407
2011.736986,5.24557,5.288407
2011.756164,5.431956,5.337169
2011.775343,5.575872,5.360944
2011.794521,5.622684,5.379506
2011.813699,5.568933,5.392393
2011.832877,5.447949,5.394686
2011.852055,5.256663,5.379857
2011.871233,5.176597,5.350236
2011.890411,5.205314,5.317373
2011.909589,5.266204,5.283147
2011.928767,5.298498,5.269762
2011.947945,5.309278,5.268398
2011.967123,5.326926,5.265174
2011.986301,5.26089,5.274651
2012.005465,5.327492,5.270445
2012.02459,5.244382,5.252238
2012.043716,5.147583,5.229475
2012.062842,5.290606,5.203791
2012.081967,5.228346,5.167431
2012.101093,5.134641,5.110282
2012.120219,5.104409,5.064159
2012.139344,5.095767,5.028729
2012.15847,4.933653,4.97616
2012.177596,4.81315,4.936513
2012.196721,4.829274,4.895976
2012.215847,4.82871,4.847121
2012.234973,4.817491,4.8116
2012.254098,4.871523,4.790513
2012.273224,4.769809,4.78325
2012.29235,4.664709,4.782167
2012.311475,4.776084,4.764941
2012.330601,4.743868,4.760215
2012.349727,4.747786,4.767541
2012.368853,4.819525,4.795063
2012.387978,4.673672,4.837118
2012.407104,4.77496,4.870412
2012.42623,4.937452,4.906976
2012.445355,5.01751,4.966853
2012.464481,5.043204,5.034881
2012.483607,5.075734,5.135801
2012.502732,5.072942,5.228879
2012.521858,5.286681,5.306147
2012.540984,5.43177,5.37595
2012.560109,5.581959,5.440871
2012.579235,5.612654,5.507538
2012.598361,5.632866,5.588394
2012.617486,5.64574,5.665152
2012.636612,5.627497,5.743342
2012.655738,5.675731,5.829874
2012.674863,5.80065,5.933426
2012.693989,5.977504,6.039507
2012.713115,6.135476,6.147202
2012.73224,6.360744,6.249042
2012.751366,6.544625,6.340776
2012.770492,6.587592,6.414526
2012.789618,6.614996,6.468558
2012.808743,6.544055,6.491465
2012.827869,6.501338,6.495243
2012.846995,6.464399,6.487596
2012.86612,6.4638,6.459227
2012.885246,6.341634,6.409101
2012.904372,6.394749,6.372054
2012.923497,6.475799,6.355893
2012.942623,6.332277,6.316766
2012.961749,6.163857,6.256702
2012.980874,6.210631,6.201579
2013,6.151383,6.098021
2013.019178,5.983289,6.03744
2013.038356,5.900645,5.984772
2013.057534,6.016881,5.904473
2013.076712,6.025204,5.876176
2013.09589,5.847632,5.822335
2013.115069,5.742513,5.778076
2013.134247,5.56824,5.747011
2013.153425,5.649797,5.699547
2013.172603,5.666811,5.65884
2013.191781,5.584956,5.608161
2013.210959,5.621065,5.554933
2013.230137,5.589705,5.51526
2013.268493,5.442197,5.426436
2013.287671,5.316696,5.387008
2013.306849,5.250849,5.333408
2013.326027,5.321152,5.280995
2013.345206,5.284864,5.258743
2013.364384,5.269538,5.214207
2013.383562,5.192264,5.190272
2013.40274,5.170399,5.183936
2013.421918,5.080724,5.181597
2013.441096,5.041381,5.182676
2013.460274,5.101276,5.188166
2013.479452,5.193826,5.210294
2013.49863,5.300097,5.248579
2013.517808,5.294578,5.295509
2013.536986,5.318947,5.348806
2013.556164,5.391419,5.397194
2013.575343,5.514962,5.456543
2013.594521,5.503097,5.518842
2013.613699,5.521048,5.546875
2013.632877,5.536776,5.66156
2013.652055,5.727962,5.759893
2013.671233,5.860794,5.850038
2013.709589,6.236423,6.04969
2013.728767,6.178084,6.165995
2013.747945,6.236125,6.268398
2013.767123,6.278396,6.346712
2013.786301,6.342962,6.355961
2013.80548,6.467213,6.369152
2013.824658,6.547186,6.39211
2013.843836,6.48731,6.393674
2013.863014,6.429947,6.363063
2013.882192,6.355148,6.321015
2013.90137,6.3847,6.269997
2013.920548,6.250207,6.223073
2013.939726,6.00289,6.169476
2013.958904,5.964535,6.109572
2013.978082,6.008053,6.043983
2013.99726,6.12487,5.975623
2014.016438,6.004935,5.899083
2014.035616,5.890809,5.868553
2014.054795,5.764844,5.852463
2014.073973,5.769467,5.82228
2014.093151,5.561341,5.78801
2014.112329,5.728121,5.751955
2014.131507,5.819729,5.710823
2014.150685,5.736403,5.676065
2014.169863,5.816438,5.641863
2014.189041,5.680443,5.62101
2014.208219,5.520617,5.573506
2014.227397,5.452026,5.505431
2014.246575,5.461646,5.445057
2014.265753,5.373665,5.368402
2014.284932,5.300588,5.29858
2014.30411,5.207054,5.246185
2014.323288,5.193031,5.208826
2014.342466,5.126545,5.1779
2014.361644,5.052042,5.168987
2014.380822,5.04907,5.17796
2014.4,5.115793,5.205731
2014.419178,5.183314,5.251646
2014.438356,5.293448,5.326522
2014.457534,5.381342,5.391796
2014.476712,5.456991,5.474211
2014.49589,5.60627,5.558236
2014.515069,5.800427,5.638626
2014.534247,5.63951,5.729794
2014.553425,5.790803,5.826551
2014.572603,5.872018,5.934203
2014.591781,5.906824,6.025693
2014.610959,6.113958,6.104022
2014.630137,6.252153,6.196449
2014.649315,6.425865,6.283926
2014.668493,6.429678,6.370899
2014.687671,6.505391,6.469317
2014.706849,6.471348,6.560767
2014.726027,6.578097,6.637399
2014.745206,6.654773,6.683305
2014.764384,6.792585,6.723916
2014.783562,6.937011,6.750932
2014.80274,6.941839,6.765831
2014.821918,6.839023,6.751814
2014.841096,6.795174,6.739314
2014.860274,6.748536,6.741742
2014.879452,6.605443,6.749437
2014.89863,6.451944,6.734134
2014.917808,6.542267,6.70152
2014.936986,6.81444,6.666955
2014.956164,7.006271,6.636871
2014.975343,6.804109,6.62136
2014.994521,6.545499,6.626052
2015.013699,6.484086,6.621799
2015.032877,6.477784,6.59061
2015.052055,6.465842,6.532965
2015.071233,6.494174,6.497764
2015.090411,6.503984,6.489643
2015.109589,6.53374,6.474582
2015.128767,6.487463,6.438773
2015.147945,6.487303,6.403168
2015.167123,6.472411,6.36456
2015.186301,6.348537,6.324876
2015.20548,6.155505,6.281078
2015.224658,6.145394,6.239942
2015.243836,6.146705,6.199442
2015.263014,6.146822,6.160557
2015.282192,6.139565,6.118333
2015.30137,6.117237,6.088495
2015.320548,6.122805,6.069077
2015.339726,6.122446,6.063871
2015.358904,5.96852,6.058781
2015.378082,5.886958,6.071956
2015.39726,5.970637,6.099584
2015.416438,6.099848,6.130696
2015.435616,6.101013,6.175942
2015.454795,6.25814,6.248909
2015.473973,6.365888,6.34215
2015.493151,6.402815,6.43928
2015.512329,6.529655,6.527286
2015.531507,6.625226,6.62464
2015.550685,6.726127,6.713558
2015.569863,6.844804,6.81826
2015.589041,6.891906,6.942109
2015.608219,6.977196,7.058658
2015.627397,7.058409,7.175053
2015.646575,7.308206,7.275294
2015.665753,7.517455,7.369887
2015.684932,7.578593,7.467463
2015.70411,7.672779,7.569333
2015.723288,7.628299,7.685629
2015.742466,7.696143,7.773609
2015.761644,7.770084,7.823356
2015.780822,7.894033,7.842487
2015.8,8.105068,7.831812
2015.819178,8.100027,7.82517
2015.838356,7.965181,7.830384
2015.857534,7.750771,7.814295
2015.876712,7.576705,7.775564
2015.89589,7.568519,7.702268
2015.915069,7.74307,7.595911
2015.934247,7.625279,7.49361
2015.953425,7.545454,7.429039
2015.972603,7.445403,7.411366
2015.991781,7.142817,7.390282
2016.010929,7.044477,7.346273
2016.030055,7.16963,7.310416
2016.04918,7.417641,7.275913
2016.068306,7.378768,7.241298
2016.087432,7.346988,7.241245
2016.106557,7.302567,7.240101
2016.125683,7.234929,7.214097
2016.144809,7.133863,7.156664
2016.163934,7.14234,7.096355
2016.18306,7.034178,7.024441
2016.202186,6.935603,6.935558
2016.221312,6.900737,6.861594
2016.240437,6.835993,6.794982
2016.259563,6.699757,6.716694
2016.278689,6.50262,6.646755
2016.297814,6.569257,6.586561
2016.31694,6.534353,6.531851
2016.336066,6.43775,6.483051
2016.355191,6.404729,6.465307
2016.374317,6.393857,6.478539
2016.393443,6.408344,6.489862
2016.412568,6.396787,6.516076
2016.431694,6.540069,6.552178
2016.45082,6.621706,6.588182
2016.469945,6.671161,6.623752
2016.489071,6.770282,6.655472
2016.508197,6.762662,6.689439
2016.527322,6.728767,6.711985
2016.546448,6.713986,6.734431
2016.565574,6.693824,6.762638
2016.5847,6.702492,6.812496
2016.603825,6.742988,6.888224
2016.622951,6.823715,6.974505
2016.642077,6.925025,7.066962
2016.661202,7.219009,7.162643
2016.680328,7.444206,7.249862
2016.699454,7.505299,7.346779
2016.718579,7.546102,7.453918
2016.737705,7.554952,7.558658
2016.756831,7.487459,7.633991
2016.775956,7.615247,7.679497
2016.795082,7.787962,7.733421
2016.814208,7.86769,7.792222
2016.833333,7.897,7.831614
2016.852459,7.853764,7.85935
2016.871585,7.990608,7.864781
2016.89071,8.07531,7.827215
2016.909836,7.909488,7.776992
2016.928962,7.737077,7.761991
2016.948087,7.664127,7.670733
2016.967213,7.449866,7.557514
2016.986339,7.415686,7.440909
2017.00548,7.123698,7.21309
2017.024658,7.084859,7.093842
2017.043836,7.142473,6.992092
2017.063014,7.022656,6.903811
2017.082192,6.801356,6.880675
2017.10137,6.710145,6.837442
2017.120548,6.635864,6.797188
2017.139726,6.709435,6.748775
2017.158904,6.69559,6.727815
2017.178082,6.734597,6.722981
2017.19726,6.722577,6.72238
2017.216438,6.706756,6.719305
2017.235616,6.834015,6.705898
2017.254795,6.757851,6.680996
2017.273973,6.704735,6.647378
2017.293151,6.608187,6.598232
2017.312329,6.588779,6.550993
2017.331507,6.471468,6.492106
2017.350685,6.432034,6.448008
2017.369863,6.280261,6.413739
2017.389041,6.281605,6.407196
2017.408219,6.304035,6.40825
2017.427397,6.360968,6.430674
2017.446575,6.396313,6.449035
2017.465753,6.549301,6.494967
2017.484932,6.598265,6.558288
2017.50411,6.673284,6.640896
2017.523288,6.597283,6.735278
2017.542466,6.693646,6.83835
2017.561644,6.851495,6.925703
2017.580822,7.047505,7.014935
2017.6,7.210409,7.110931
2017.619178,7.323962,7.230455
2017.638356,7.335477,7.354308
2017.657534,7.401358,7.454256
2017.676712,7.537243,7.532404
2017.69589,7.673004,7.60502
2017.715069,7.80832,7.675047
2017.734247,7.751023,7.752515
2017.753425,7.750838,7.827465
2017.772603,7.863953,7.88426
2017.791781,7.954209,7.926679
2017.810959,8.032685,7.955949
2017.830137,8.075915,7.98746
2017.849315,8.048392,8.018962
2017.868493,8.054779,8.038196
2017.887671,8.071744,8.027335
2017.906849,8.034627,7.9769
2017.926027,8.034352,7.905629
2017.945206,8.037062,7.825563
2017.964384,7.856459,7.74373
2017.983562,7.578774,7.663463
2018.00274,7.434471,7.591791
2018.021918,7.327797,7.504506
2018.041096,7.31828,7.399196
2018.060274,7.349342,7.291457
2018.079452,7.389577,7.201494
2018.09863,7.248796,7.136732
2018.117808,7.089271,7.092778
2018.136986,6.886807,7.045895
2018.156164,6.769108,6.985511
2018.175343,6.851612,6.916326
2018.194521,6.932214,6.859821
2018.213699,6.896325,6.809018
2018.232877,6.805886,6.780295
2018.252055,6.766913,6.756344
2018.271233,6.740257,6.718426
2018.290411,6.632043,6.689421
2018.309589,6.628298,6.659727
2018.328767,6.553545,6.646682
2018.347945,6.510349,6.645024
2018.367123,6.671173,6.656883
2018.386301,6.62908,6.659111
2018.40548,6.688478,6.663078
2018.424658,6.751991,6.691681
2018.443836,6.846987,6.742227
2018.463014,6.652098,6.782897
2018.482192,6.664,6.840666
2018.50137,6.810971,6.892907
2018.520548,6.965267,6.948095
2018.539726,7.037198,7.003344
2018.558904,7.149006,7.087974
2018.578082,7.158642,7.191269
2018.59726,7.248684,7.298825
2018.616438,7.344229,7.417173
2018.635616,7.41377,7.535124
2018.654795,7.593651,7.665005
2018.673973,7.778983,7.80563
2018.693151,8.030393,7.922085
2018.712329,8.098756,8.031581
2018.731507,8.317937,8.14264
2018.750685,8.424268,8.238881
2018.769863,8.296776,8.312175
2018.789041,8.329699,8.345625
2018.808219,8.413298,8.356647
2018.827397,8.45982,8.338626
2018.846575,8.438625,8.3083
2018.865753,8.331445,8.27733
2018.884932,8.19796,8.237108
2018.90411,8.155742,8.178477
2018.923288,8.151334,8.098711
2018.942466,8.018049,8.01518
2018.961644,7.967698,7.963834
2018.980822,7.885618,7.928123
2019,7.741928,7.892713
2019.019178,7.686842,7.850408
2019.038356,7.869337,7.810205
2019.057534,7.876558,7.757545
2019.076712,7.837056,7.7193
2019.09589,7.770582,7.716471
2019.115069,7.656226,7.700904
2019.134247,7.49376,7.671254
2019.153425,7.541407,7.638891
2019.191781,7.562303,7.538616
2019.210959,7.632138,7.4893
2019.230137,7.617657,7.461392
2019.249315,7.49097,7.442814
2019.268493,7.314468,7.445214
2019.287671,7.261698,7.442028
2019.306849,7.270498,7.416112
2019.326027,7.392781,7.393683
2019.345206,7.464413,7.369559
2019.364384,7.533625,7.370058
2019.383562,7.398893,7.389409
2019.40274,7.415802,7.412016
2019.421918,7.273856,7.435377
2019.441096,7.318955,7.460872
2019.460274,7.435855,7.487949
2019.479452,7.473965,7.518711
2019.49863,7.603032,7.553482
2019.517808,7.693861,7.627563
2019.536986,7.777318,7.725323
2019.556164,7.675757,7.828364
2019.575343,7.728735,7.942323
2019.594521,7.940588,8.04842
2019.613699,8.198794,8.162034
2019.632877,8.363227,8.279239
2019.652055,8.499599,8.411151
2019.671233,8.557902,8.523429
2019.690411,8.716384,8.617386
2019.709589,8.832163,8.683062
2019.728767,8.86297,8.729124
2019.747945,8.739235,8.757528
2019.767123,8.786201,8.792464
2019.786301,8.789876,8.818648
2019.80548,8.777786,8.826885
2019.824658,8.755239,8.81834
2019.843836,8.872319,8.815352
2019.863014,8.952039,8.805345
2019.882192,8.906301,8.781225
2019.90137,8.786063,8.731369
2019.920548,8.712343,8.68639
2019.939726,8.696134,8.608757
2019.958904,8.572797,8.500794
2019.978082,8.329081,8.387715
2019.99726,8.350433,8.297473
2020.016393,8.173622,8.245614
2020.035519,7.980367,8.181254
2020.054645,7.888595,8.084423
2020.073771,7.973882,8.024926
2020.131148,7.894977,7.876032
2020.150273,7.912607,7.824651
2020.169399,7.917497,7.773261
2020.188525,7.829393,7.764681
2020.20765,7.71527,7.749859
2020.226776,7.528928,7.703679
2020.245902,7.614154,7.672108
2020.265027,7.704623,7.649717
2020.284153,7.631277,7.641811
2020.303279,7.479358,7.638609
2020.322404,7.628475,7.656452
2020.34153,7.715971,7.658724
2020.360656,7.758239,7.66078
2020.379781,7.686459,7.664394
2020.398907,7.689508,7.699479
2020.418033,7.634603,7.729954
2020.437159,7.723132,7.758633
2020.456284,7.663796,7.77946
2020.47541,7.795129,7.820022
2020.494536,7.90275,7.870707
2020.513661,7.974079,7.932938
2020.532787,7.94568,7.983852
2020.551913,8.051522,8.052364
2020.571038,8.145671,8.117601
2020.590164,8.194686,8.192798
2020.60929,8.181351,8.279968
2020.628415,8.280403,8.383272
2020.647541,8.382267,8.475583
2020.666667,8.579519,8.563628
2020.685792,8.758615,8.663035
2020.704918,8.875411,8.772945
2020.724044,8.882327,8.889224
2020.743169,8.938071,9.001782
2020.762295,9.08935,9.097095
2020.781421,9.17054,9.157119
2020.800546,9.32692,9.1831
2020.819672,9.395289,9.188148
2020.838798,9.437332,9.176552
2020.857924,9.298831,9.14893
2020.877049,9.109243,9.103018
2020.896175,8.927758,9.029143
2020.915301,8.833709,8.957079
2020.934426,8.840745,8.897048
2020.953552,8.757335,8.830859
2020.972678,8.662043,8.782551
2020.991803,8.746718,8.753252
2021.010959,8.769324,8.722229
2021.030137,8.722776,8.672863
2021.049315,8.693364,8.615803
2021.068493,8.74919,8.536322
2021.087671,8.677082,8.461774
2021.106849,8.362404,8.370985
2021.126027,8.205568,8.288044
2021.145206,8.11087,8.212135
2021.164384,7.865389,8.145965
2021.183562,7.952218,8.090973
2021.20274,7.976311,8.081298
2021.221918,8.010184,8.088338
2021.241096,8.153662,8.090979
2021.260274,8.182154,8.109585
2021.279452,8.275326,8.115552
2021.29863,8.268924,8.115683
2021.317808,8.134644,8.118515
2021.336986,8.032839,8.085339
2021.356164,8.005928,8.044631
2021.375343,7.977486,8.007966
2021.394521,8.035671,7.995509
2021.413699,7.855078,8.004506
2021.432877,7.815779,8.031796
2021.452055,7.945342,8.074581
2021.471233,8.156812,8.130393
2021.490411,8.215622,8.194142
2021.509589,8.278442,8.294637
2021.528767,8.390995,8.416574
2021.547945,8.479795,8.531428
2021.567123,8.609409,8.599877
2021.586301,8.759541,8.6674
2021.60548,8.913213,8.752116
2021.624658,8.979021,8.846368
2021.643836,8.772857,8.952042
2021.663014,8.823324,9.048211
2021.682192,9.040891,9.134983
2021.70137,9.239263,9.207887
2021.720548,9.430855,9.28767
2021.739726,9.474933,9.393474
2021.758904,9.540493,9.486029
2021.778082,9.569349,9.54392
2021.79726,9.697064,9.558511
2021.816438,9.725095,9.553562
2021.835616,9.656322,9.566037
2021.854795,9.561908,9.567116
2021.873973,9.370582,9.532625
2021.893151,9.386313,9.461804
2021.912329,9.587206,9.378462
2021.931507,9.550207,9.317683
2021.950685,9.25893,9.27297
2021.969863,9.059677,9.240088
2021.989041,8.975018,9.196406
2022.008219,9.109307,9.130294
2022.027397,9.159488,9.060359
2022.046575,9.074645,9.003012
2022.065753,8.993171,8.942827
2022.084932,8.992201,8.873474
2022.10411,8.920789,8.775398
2022.123288,8.74281,8.677874
2022.142466,8.518011,8.591799
2022.161644,8.350841,8.517391
2022.180822,8.226623,8.46051
2022.2,8.281772,8.404576
2022.219178,8.299976,8.355968
2022.238356,8.3235,8.335786
2022.257534,8.480264,8.331453
2022.276712,8.41739,8.332931
2022.29589,8.30534,8.316327
2022.315069,8.33637,8.289021
2022.334247,8.311845,8.263382
2022.353425,8.239922,8.22971
2022.372603,8.132336,8.207425
2022.391781,8.054222,8.218942
2022.410959,8.092753,8.236073
2022.430137,8.177209,8.265422
2022.449315,8.216828,8.323903
2022.468493,8.408993,8.388557
2022.487671,8.490549,8.461565
2022.506849,8.575989,8.534906
2022.526027,8.766246,8.60115
2022.545206,8.714226,8.678291
2022.564384,8.711288,8.763611
2022.583562,8.75283,8.857439
2022.60274,8.773405,8.946552
2022.621918,8.911092,9.030417
2022.641096,9.176871,9.128939
2022.660274,9.335002,9.231206
2022.679452,9.378009,9.348034
2022.69863,9.521031,9.474704
2022.717808,9.600927,9.578467
2022.736986,9.631685,9.65263
2022.756164,9.804281,9.705705
2022.775343,9.913437,9.74378
2022.794521,9.844961,9.751173
2022.813699,9.844339,9.732214
2022.832877,9.812675,9.704816
2022.852055,9.720681,9.66091
2022.871233,9.587569,9.626949
2022.890411,9.430301,9.620973
2022.909589,9.3851,9.616887
2022.928767,9.40913,9.58003
2022.947945,9.607781,9.545065
2022.967123,9.791177,9.535684
2022.986301,9.807569,9.529617
2023.00548,9.480966,9.520155
2023.024658,9.405993,9.490105
2023.043836,9.503143,9.421677
2023.063014,9.375693,9.319187
2023.082192,9.299943,9.215191
2023.10137,9.138679,9.149724
2023.120548,8.991929,9.087888
2023.139726,8.868769,9.003482
2023.158904,8.871605,8.904094
2023.178082,8.891766,8.81242
2023.19726,8.849462,8.746269
2023.216438,8.743493,8.692493
2023.235616,8.481204,8.649048
2023.254795,8.474873,8.623338
2023.273973,8.543319,8.59719
2023.293151,8.507949,8.574251
2023.312329,8.477761,8.579942
2023.331507,8.64022,8.631216
2023.350685,8.65643,8.683025
2023.369863,8.643007,8.720936
2023.389041,8.794713,8.762397
2023.408219,8.942672,8.815042
2023.427397,8.94115,8.866837
2023.446575,8.884518,8.925761
2023.465753,8.881103,8.991478
2023.484932,8.951568,9.054135
2023.50411,9.106374,9.10906
2023.523288,9.18674,9.205612
2023.542466,9.234468,9.316555
2023.561644,9.358622,9.424058
2023.580822,9.436998,9.530129
2023.6,9.810119,9.625225
2023.619178,9.883006,9.718618
2023.638356,9.848626,9.821394
2023.657534,9.90621,9.935896
2023.676712,9.962233,10.068403
2023.69589,10.02728,10.179147
2023.715069,10.159452,10.300395
2023.734247,10.38914,10.402
2023.753425,10.629563,10.471672
2023.772603,10.806815,10.514241
2023.791781,10.974233,10.538865
2023.810959,10.763077,10.540138
2023.830137,10.533255,10.503733
2023.849315,10.345355,10.43713
2023.868493,10.248897,10.353043
2023.887671,10.17091,10.246123
2023.906849,10.061493,10.157592
2023.926027,10.030137,10.095962
2023.945206,10.050028,10.046798
2023.964384,10.011957,10.00221
2023.983562,9.966293,9.984493
2024.002732,9.978585,9.962838
2024.021858,9.902878,9.914458
2024.040984,9.847609,9.87364
2024.060109,10.011455,9.852787
2024.079235,9.866594,9.839197
2024.098361,9.594722,9.817373
2024.117486,9.682664,9.802847
2024.136612,9.82428,9.797213
2024.155738,9.843982,9.762522
2024.174863,9.782171,9.719484
2024.193989,9.772142,9.690296
2024.213115,9.796909,9.652085
2024.23224,9.699234,9.596616
2024.251366,9.479254,9.545323
2024.270492,9.332024,9.502983
2024.289618,9.338771,9.458997
2024.308743,9.32506,9.405849
2024.327869,9.382344,9.36525
2024.346995,9.401107,9.345048
2024.36612,9.376272,9.359648
2024.385246,9.318576,9.363654
2024.404372,9.33384,9.372526
2024.423497,9.297443,9.373843
2024.442623,9.463421,9.39387
2024.461749,9.374825,9.391143
2024.480874,9.404906,9.392704
2024.5,9.394198,9.385875
2024.519126,9.581344,9.38562
2024.538251,9.351734,9.386903
2024.557377,9.332621,9.420454
2024.576503,9.272387,9.475203
2024.595628,9.295147,9.537422
2024.614754,9.474967,9.583949
2024.63388,9.676779,9.649709
2024.653006,9.897648,9.718249
2024.672131,9.954176,9.814105
2024.691257,10.000079,9.94401
2024.710383,9.943578,10.07466
2024.729508,9.949476,10.192399
2024.748634,10.135099,10.2704
2024.76776,10.464288,10.3313
2024.786885,10.650815,10.398105
2024.806011,10.73643,10.474081
2024.825137,10.599662,10.538486
2024.844262,10.502277,10.572415
2024.863388,10.60132,10.570271
2024.882514,10.62736,10.573363
2024.901639,10.52912,10.570363
2024.920765,10.440462,10.547786
2024.939891,10.444998,10.553475
2024.959016,10.678637,10.503926
2024.978142,10.709428,10.427882
2024.997268,10.396477,10.337625
2025.016438,10.20493,10.137586
2025.035616,10.019005,10.010824
2025.054795,9.807061,9.901357
2025.073973,9.628024,9.841723
2025.093151,9.657126,9.83074
2025.112329,9.664539,9.761623
2025.131507,9.833695,9.71039
2025.150685,9.919407,9.673552
2025.169863,9.742876,9.661347
2025.189041,9.582871,9.627103
2025.208219,9.55791,9.583141
2025.227397,9.475523,9.489028
2025.246575,9.518179,9.381918
2025.265753,9.34893,9.309183
2025.284932,9.268876,9.259311
2025.30411,8.986678,9.214268
2025.323288,8.955417,9.188155
2025.342466,9.088259,9.163751
2025.361644,9.134028,9.154778
2025.380822,9.152522,9.146255
2025.4,9.240501,9.142829
2025.419178,9.298548,9.162078
2025.438356,9.268172,9.156532
2025.457534,9.192169,9.172259
2025.476712,8.955842,9.182726
2025.49589,9.12866,9.199781
2025.515069,9.038344,9.249888
2025.534247,9.27557,9.303889
2025.553425,9.24673,9.363345
2025.572603,9.394,9.452457
2025.591781,9.749503,9.530674
2025.610959,9.754181,9.61173
2025.630137,9.727277,9.696658
2025.649315,9.757844,9.814271
2025.668493,9.832621,9.92878
2025.687671,9.767848,10.010369
2025.706849,10.039919,10.042393
2025.726027,10.30525,10.087409
2025.745206,10.424581,10.142337
2025.764384,10.483804,10.20428
